lang,label,sentence
pt,common_query:common_query,alexa eu tenho dólares para o mês quanto posso gastar por dia este mês
pt,common_query:common_query,qual é o tamanho de um cachalote
pt,common_query:common_query,quanto é doze mais cento e noventa e seis
pt,ovos-skill-wordnet.openvoiceos:definition.intent,qual é a definição de oportunidade
pt,common_query:common_query,quanto é a soma de dois números quatro e seis
pt,common_query:common_query,quantos países têm a pena de morte
pt,common_query:common_query,o que é dez por cento de desconto em quarenta dólares
pt,common_query:common_query,diz-me a resposta para este problema duzentos e quarenta e seis mais seiscentos e cinquenta e quatro
pt,common_query:common_query,quanto é quatro mais cinco
pt,common_query:common_query,qual a idade da j k rowling
pt,common_query:common_query,quanto é doze a dividir por quatro
pt,common_query:common_query,quanto é dezoito mais trinta e um
pt,common_query:common_query,quando é que os eua obtiveram a liberdade
pt,common_query:common_query,olly qual a capital da califórnia
pt,ovos-skill-wordnet.openvoiceos:definition.intent,dar a definição de motivação
pt,common_query:common_query,quantas pernas tem um cão
pt,common_query:common_query,porque são as baleias grandes
pt,common_query:common_query,qual foi o último filme que o will smith fez
pt,common_query:common_query,quanto é seis a dividir por dois
pt,common_query:common_query,quão alto é brad pitt
pt,common_query:common_query,conversor de moeda por favor
pt,common_query:common_query,qual foi o último filme a ganhar um óscar
pt,common_query:common_query,quão alto é o monte everest
pt,common_query:common_query,qual é a capital do faro
pt,common_query:common_query,onde está localizada a nova zelândia no mapa
pt,common_query:common_query,diz me onde steve jobs nasceu
pt,common_query:common_query,poderia confirmar se michael carreira é casado
pt,common_query:common_query,onde é que a maioria das celebridades se encontram
pt,ovos-skill-wordnet.openvoiceos:definition.intent,qual a maior mesa
pt,common_query:common_query,quando é o aniversário de arnold schwarzenegger
pt,common_query:common_query,quando é as libra está a valer neste momento
pt,common_query:common_query,pode dizer-me quantos estômagos tem uma vaca
pt,common_query:common_query,em quantas peças albano jerónimo esteve
pt,common_query:common_query,que marca de spray para cabelo usa donald trump
pt,common_query:common_query,qual é o valor do dólar em i. n. r.
pt,common_query:common_query,o dólar aumentou
pt,common_query:common_query,qual é a taxa de câmbio mais atual na china
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é uma cadeira
pt,common_query:common_query,de que cor são os cabelos
pt,common_query:common_query,onde está o meridiano principal
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é um sistema de emissões eletrónico
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreve um aspersor
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é uma manga
pt,common_query:common_query,realmente pode-se avistar a rússia do alaska
pt,common_query:common_query,lista de informações cambiais do dia para o dólar americano para o iene japonês
pt,common_query:common_query,qual é a taxa de câmbio entre e. u. a. e china
pt,common_query:common_query,qual é a taxa de câmbio para a china
pt,common_query:common_query,qual o câmbio para a china
pt,common_query:common_query,qual a idade de mariah carey
pt,common_query:common_query,o que é um parsec
pt,common_query:common_query,dois vezes dois é
pt,common_query:common_query,a que distância está trás os montes do algarve
pt,ovos-skill-wordnet.openvoiceos:definition.intent,podes descrever um cartão de crédito
pt,common_query:common_query,diogo infante é casado
pt,common_query:common_query,qual a taxa de câmbio entre os estados unidos e o méxico
pt,common_query:common_query,quantas quilómetros quadrados tem cada país em média na terra
pt,ovos-skill-wordnet.openvoiceos:definition.intent,qual é a definição de subjugante
pt,common_query:common_query,quão longe está o sol
pt,common_query:common_query,qual é a taxa de câmbio da moeda do méxico
pt,common_query:common_query,onde é que há mais vulcões no mundo
pt,common_query:common_query,quando roberto leal morreu
pt,ovos-skill-wordnet.openvoiceos:definition.intent,qual a definição de lógica
pt,common_query:common_query,onde fica o parque do gerês
pt,common_query:common_query,pesquisa no google a localização e informação do monte rushmore
pt,ovos-skill-wordnet.openvoiceos:definition.intent,como descreverias um aniversário feliz
pt,common_query:common_query,por favor dê-me informações sobre antónio variações
pt,common_query:common_query,qual é a temperatura em chaves trás os montes
pt,common_query:common_query,podes falar me sobre antónio livramento
pt,common_query:common_query,de dólar para euro
pt,ovos-skill-wordnet.openvoiceos:definition.intent,a definição da vida
pt,ovos-skill-wordnet.openvoiceos:definition.intent,pode dizer-me o que significa atónito
pt,common_query:common_query,qual é a data de nascimento do fernando pessoa
pt,common_query:common_query,quanto vale o cristiano ronaldo
pt,common_query:common_query,quanto vale o euro
pt,common_query:common_query,onde está localizado laos
pt,common_query:common_query,cotação do dólar de hoje
pt,ovos-skill-wordnet.openvoiceos:definition.intent,consequências das ações
pt,common_query:common_query,qual o preço médio de habitaçãi
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreva um preguiçoso
pt,common_query:common_query,diz-me tudo o que sabes acerca de preguiças
pt,common_query:common_query,quando é o aniversário do marco paulo
pt,common_query:common_query,quais são as coordenadas do equador
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreva o inferno
pt,common_query:common_query,um mais dois igual a
pt,common_query:common_query,se um lápis custa quatro dólares e um livro dez dólares quanto devo pagar se eu comprar dois lápis e três livros
pt,common_query:common_query,qual é a taxa de câmbio entre dólar americano e o euro
pt,common_query:common_query,diz me quando o obama nasceu
pt,common_query:common_query,qual é a localização da moldávia
pt,common_query:common_query,quanto mede o pepe
pt,common_query:common_query,quais são as taxas de câmbio nesta região
pt,common_query:common_query,em que ano começou a actuar george clooney
pt,common_query:common_query,qual era o aniversário do elvis presley
pt,common_query:common_query,um dólar equivale a quantas rúpias indianas
pt,common_query:common_query,onde é que vive o jackie chan atualmente
pt,common_query:common_query,onde é a serra da estrela
pt,ovos-skill-wordnet.openvoiceos:definition.intent,dá informações de areia rochosa
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreva areia rochosa
pt,common_query:common_query,onde estão as pirâmides localizadas
pt,common_query:common_query,mostrar detalhes geográficos de pirâmides
pt,common_query:common_query,mostra a biografia da amália
pt,ovos-skill-wordnet.openvoiceos:definition.intent,por favor diga-me qual é a definição de cilindro
pt,common_query:common_query,quanto é a libra esterlina britânica
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que são sapatos converse
pt,common_query:common_query,que tipos de óculos de sol são considerados aviadores
pt,common_query:common_query,informação de áfrica
pt,common_query:common_query,procura a localidade
pt,common_query:common_query,onde joacine katar moreira foi para a faculdade
pt,common_query:common_query,cristina ferreira usa converse
pt,common_query:common_query,a que distância está o canadá da minha localização actual
pt,common_query:common_query,resposta de três vezes quatro
pt,common_query:common_query,quanto vale o dólar americano no canadá
pt,common_query:common_query,em que filmes maria de medeiros atuou
pt,common_query:common_query,quanto é o dólar americano em libra
pt,common_query:common_query,quanto vale o euro em relação ao dólar norte americano
pt,common_query:common_query,podes multiplicar nove por dois
pt,ovos-skill-wordnet.openvoiceos:definition.intent,olá o que é um livro
pt,common_query:common_query,fala me sobre jaipur
pt,common_query:common_query,qual é o câmbio entre pesos e yen
pt,common_query:common_query,explicar a localização geográfica da índia
pt,common_query:common_query,qual é a fortuna do leonardo dicaprio
pt,common_query:common_query,quão longe é o alaska
pt,common_query:common_query,qual é o tamanho dos estados unidos da américa
pt,common_query:common_query,qual a cor da pitaya
pt,common_query:common_query,onde rui pedro oliveira nasceu
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é uma hipótese
pt,common_query:common_query,qual é a resposta para o universo
pt,common_query:common_query,podem muitas conchas vender-se à beira-mar
pt,common_query:common_query,diz-me a profissão de celebridade
pt,ovos-skill-wordnet.openvoiceos:definition.intent,definição de velocidade
pt,common_query:common_query,o quão grandes é são as torres das amoreiras
pt,common_query:common_query,qual é o ponto mais profundo da terra
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreve o disco rígido do computador
pt,common_query:common_query,qual é o oceano que encosta o nosso continente
pt,common_query:common_query,está angeline a fazer um novo filme este ano
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é um cafetão
pt,common_query:common_query,encontrar taxa de câmbio para o dólar americano para a libra esterlina
pt,common_query:common_query,qual a capital do méxico
pt,common_query:common_query,onde é fiji
pt,common_query:common_query,qual foi o primeiro filme de morgan freeman
pt,common_query:common_query,a mariza tem um novo bebê
pt,common_query:common_query,taxa de câmbio do euro para o dólar
pt,common_query:common_query,quando foi construído o teatro bolshoi
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreve-me um smartphone
pt,common_query:common_query,olly quantas reuniões é que mahatma gandhi realizou
pt,common_query:common_query,qual é o atual primeiro ministro da rússia
pt,common_query:common_query,diz-me o resumo do último livro de george r. r. martin a guerra dos tronos
pt,common_query:common_query,onde nasceu mahatma gandhi
pt,common_query:common_query,qual o preço do dólar
pt,common_query:common_query,notifica me quando o câmbio da libra esterlina para o dólar americano estiver como eu esperava
pt,common_query:common_query,encontra detalhes geográficos deste lugar
pt,common_query:common_query,diz me sobre a localização da índia
pt,common_query:common_query,qual é o maior vulcão activo da terra
pt,common_query:common_query,quanto tempo levará a viajar para o japão a partir da coreia do sul
pt,ovos-skill-wordnet.openvoiceos:definition.intent,dar-me a descrição de um circuito televisivo
pt,ovos-skill-wordnet.openvoiceos:definition.intent,dá me a descrição de um circuito de smartphone
pt,common_query:common_query,qual a população de nova york
pt,common_query:common_query,taxa de câmbio
pt,common_query:common_query,durante quantos anos foi abraham lincoln presidente dos estados unidos da américa
pt,common_query:common_query,a angelina jolie deixou o brad pitt
pt,common_query:common_query,a jennifer lawrence está a trabalhar em que novo filme
pt,common_query:common_query,divide duzentos por quatro
pt,common_query:common_query,taxas de câmbio internacionais
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreve o que é uma esfera
pt,common_query:common_query,qual é a população da rússia
pt,common_query:common_query,qual é a taxa de câmbio do euro e do dólar
pt,common_query:common_query,em que ano nasceu barack obama
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descrever o item xy
pt,common_query:common_query,qual é o passatempo de cristiano ronaldo
pt,common_query:common_query,quem é o primeiro ministro da rússia
pt,ovos-skill-wordnet.openvoiceos:definition.intent,ok google o que é um presidente
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é exactamente uma restauração dentária em resina
pt,ovos-skill-wordnet.openvoiceos:definition.intent,descreve o jogo de cartas uno
pt,common_query:common_query,ok google onde a daniela melchior vive
pt,common_query:common_query,onde vive a sophia vergara
pt,common_query:common_query,qual é a taxa de conversão de euro para u. s. d. neste momento
pt,common_query:common_query,qual é a capital do cazaquistão
pt,common_query:common_query,dividir setenta e seis em duas partes
pt,ovos-skill-wordnet.openvoiceos:definition.intent,dê-me a definição da palavra pontificado
pt,common_query:common_query,taxa de câmbio do dólar para euro
pt,common_query:common_query,quanto vale o dólar comparado ao euro
pt,ovos-skill-wordnet.openvoiceos:definition.intent,como descreverias uma bola
pt,common_query:common_query,diz me qual o oceano mais largo do mundo
pt,common_query:common_query,qual é a diferença entre o calendário romano e o gregoriano
pt,common_query:common_query,qual é a composição da cadeira
pt,common_query:common_query,qual era o carro preferido do elvis
pt,common_query:common_query,para comparar em pessoas
pt,common_query:common_query,o que é um filtro de densidade neutra e gostaria de ter um filtro de gradiente ou um filtro sólido que também tivesse melhor estilo entre o parafuso e o quadrado
pt,ovos-skill-wordnet.openvoiceos:definition.intent,poderia explicar o significado de exorbitante para mim por favor
pt,common_query:common_query,qual a taxa de câmbio numa libra esterlina
pt,common_query:common_query,quais são as condições climáticas nessa área
pt,common_query:common_query,qual é o estado menos propenso a tornados em todos os eua
pt,ovos-skill-wordnet.openvoiceos:definition.intent,por favor descreva aquele objeto para mim
pt,common_query:common_query,em que campo essa pessoa se distingue
pt,common_query:common_query,onde nasceu o presidente costa
pt,common_query:common_query,quando é lançado o próximo álbum de mark lanegan
pt,common_query:common_query,avise-me sobre a taxa de câmbio da rupia para o dirham
pt,common_query:common_query,diz me as informações sobre a geografia da índia
pt,common_query:common_query,preciso de alguns detalhes sobre bruce lee por favor ajude
pt,common_query:common_query,qual é a taxa de câmbio prevalecente entre o dólar americano e as rupias indianas
pt,ovos-skill-wordnet.openvoiceos:definition.intent,iphone sete descrição
pt,common_query:common_query,qual é o próximo filme do ricardo carriço
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que significa situação
pt,common_query:common_query,quanto vale um dólar americano em inglaterra
pt,common_query:common_query,quantos anos tem antónio silva
pt,common_query:common_query,quanto é um dólar em libras
pt,common_query:common_query,olly onde começam as montanhas rochosas
pt,common_query:common_query,qual o polo mais frio o sul ou o norte
pt,common_query:common_query,quantos anos tem o mais novo namorado de emma watson
pt,common_query:common_query,informações da rita lobo por favor
pt,common_query:common_query,olly onde é que os americanos se instalaram
pt,ovos-skill-wordnet.openvoiceos:definition.intent,ache uma descrição sobre a samsung t. v.
pt,common_query:common_query,procurar o número de pessoas que vivem em estoril lisboa
pt,common_query:common_query,qual é a região de miami
pt,common_query:common_query,siri por favor verificar as taxas de câmbio
pt,common_query:common_query,quantos euros consigo por um dólar
pt,ocp:play,eu gostava de ouvir punksinatra corridinho à portuguesa
pt,ocp:play,toque barcelona do queen
pt,ocp:play,põe eu tenho dois amores
pt,ocp:play,tocar haja o que houver
pt,ocp:play,alguns david bowie
pt,ocp:play,gosto de ouvir jazz
pt,ocp:play,olly eu gosto de ouvir jazz
pt,ocp:play,olly death metal agora
pt,ocp:play,música minha favoritos
pt,ocp:play,gostaria alguma música pop por favor
pt,ocp:play,põe a minha música favorita
pt,ocp:play,toque a música immediately
pt,ocp:play,por favor quero ouvir we will rock you do queen
pt,ocp:play,olly toca músicas da minha playlist
pt,ocp:play,seiscentos e sessenta e seis o número da besta
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,pode encontrar uma piada sobre animais para mim
pt,ocp:play,quero ouvir maria joão pires agora
pt,ocp:play,toque músicas do género r. e b. e soul
pt,ocp:play,põe eu tenho dois amores do marco paulo
pt,ocp:play,ok google toca alguma música
pt,ocp:play,toca música do meu artista favorito
pt,ocp:play,toca muda de vida dos humanos agora
pt,ocp:play,preciso de ouvir eu sou aquele dos excesso agora
pt,ocp:play,por favor toca a seita tem um radar
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,encontra me a melhor anedota de truz truz na internet
pt,ocp:play,encontr uma lista de todas as músicas da kate perry e coloque todas sem o modo aleatório
pt,ocp:play,faz uma lista de reprodução com todas as músicas do eminem e toca-a em modo aleatório
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,buscar por piadas novas
pt,ocp:play,quero ouvir soft rock
pt,ocp:play,quero ouvir uma música com batida
pt,ocp:play,toca o top dez da billboard
pt,ocp:play,põe me algo pop
pt,ocp:play,toca música da playlist
pt,ocp:play,põe marco paulo
pt,ocp:play,toque michael jackson
pt,ocp:play,toca as minhas músicas mais ouvidas
pt,ocp:play,vai ao youtube e toca uma coleção das melhores canções de casamento
pt,ocp:play,toca rap por favor
pt,ocp:play,toca um cover recente de cherry bomb
pt,ocp:play,vamos ouvir alguma música country e western que não é dos estados unidos
pt,ocp:play,toca a minha playlist mais recentemente usada
pt,ocp:play,toca música pop
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,olá partilha uma piada para me fazeres feliz
pt,ocp:play,põe música de marco paulo
pt,ocp:play,toca as minhas músicas pop mais bem classificadas por favor
pt,ocp:play,quero ouvir eu tenho dois amores
pt,ocp:play,quero ouvir algum rock moderno
pt,ocp:play,quero ouvir música que tal tocares a minha playlist de treinos
pt,ocp:play,abre a playlist
pt,ocp:play,quero ouvir rock
pt,ocp:play,ok google toca música rock
pt,ocp:play,toque música do género jazz
pt,ocp:play,a seguir toca mentira
pt,ocp:play,pôr a minha playlist de música country
pt,ocp:play,toca a minha segunda playlist
pt,ocp:play,minha música favorita bruno mars
pt,ocp:play,põe a próxima música
pt,ocp:play,toca uma música
pt,ocp:play,põe algumas músicas
pt,ocp:play,toca a playlist de música de câmara clássica
pt,ocp:play,coloca essa música a seguir
pt,ocp:play,siri toca a minha playlist pop
pt,ocp:play,toca uma playlist romântica
pt,ocp:play,toca uma música de ala dos namorados
pt,ocp:play,toca algo romântico
pt,ocp:play,põe o álbum quarto de marco paulo
pt,ocp:play,quero ouvir a minha playlist reproduz agora
pt,ocp:play,olly toca anel de rubi do rui veloso
pt,ocp:play,posso ouvir algum marco paulo
pt,ocp:play,tocar minha playlist atual do início
pt,ocp:play,toca minha música de fado favorita
pt,ocp:play,por favor toque mariza melhor de mim depois
pt,ocp:play,após esta toca para mim andorinhas
pt,ocp:play,depois desta música toca a thriller
pt,ocp:play,hora de ouvir algum blake shelton
pt,ocp:play,adiciona muito marco paulo e delfins à lista
pt,ocp:play,podes pôr uma música de dance music
pt,ocp:play,toca músicas da minha playlist
pt,ocp:play,abrir o spotify
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,hey siri diz-me uma piada
pt,ocp:play,põe a minha música favorita do último ano
pt,ocp:play,toca música dos delfins
pt,ocp:play,mais recente álbum despe e siga
pt,ocp:play,toca a carta dos toranja
pt,ocp:play,quero ouvir música
pt,ocp:play,quero ouvir música excelente
pt,ocp:play,toca os smashing pumpkins
pt,ocp:play,abre a minha música
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,quero uma piada de um totó
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,podes contar me uma boa anedota
pt,common_query:common_query,quando é o pôr-do-sol
pt,ocp:play,toca eu tenho dois amores do marco paulo
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,abrir algumas piadas fixes
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,diz-me uma anedota
pt,ocp:play,toca a música desta playlist
pt,ocp:play,toca a minha casinha a seguir
pt,ocp:play,por favor toca esta música novamente
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,conta uma anedota
pt,ocp:play,toca a minha playlist do ginásio
pt,ocp:play,começar a tocar a playlist adicionada recentemente
pt,ocp:play,toca algo da minha playlist
pt,ocp:play,toca música tradicional indiana
pt,ocp:play,toca algum rap da velha guarda
pt,ocp:play,liga a minha música por favor
pt,ocp:play,assistente biblioteca inteira aleatória
pt,ocp:play,toca a playlist para abanar o capacete em modo aleatório
pt,ocp:play,embaralhar e tocar todas as músicas do artista gavenda
pt,ocp:play,põe a tocar músicas de festa
pt,ocp:play,por favor toca a música da ágata novamente
pt,ocp:play,orevena voice recorder mostra a página onde guardei as músicas
pt,ocp:play,toca o artista
pt,ocp:play,toca a quarta música deste mesmo álbum depois desta música
pt,ocp:play,alexa põe rock clássico
pt,ocp:play,próximo toque a música selecionada
pt,ocp:play,toca uma música de dulce pontes
pt,ocp:play,toca tiago nacarato só me apetece dançar
pt,ocp:play,põe qualquer coisa da minha playlist recente
pt,ocp:play,olly toca qualquer coisa da minha lista de reprodução recente
pt,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,piada do dia
pt,common_query:common_query,onde o centro de convenção está situado
pt,ocp:play,ouvir um pouco de rádio
pt,ocp:play,apresentar a rádio
pt,ocp:play,abrir iheartradio e tocar rock
pt,ocp:play,sintoniza numa estação de rádio com boas piadas
pt,ocp:play,r. t. p. play
pt,ocp:play,liga a rádio
pt,ocp:play,por favor coloca a rádio canal
pt,ocp:play,quero ouvir esse canal de rádio
pt,ocp:play,liga o rádio
pt,ocp:play,podes sintonizar na cento e cinco ponto dois f. m. canal de rádio
pt,ocp:play,sintoniza a frequência noventa e sete ponto sete
pt,ocp:play,liga o canal rfm
pt,ocp:play,põe o rádio a tocar por favor
pt,ocp:play,muda para a minha estação de rádio favorita
pt,ocp:play,toque uma canção que me fará sorrir
pt,ocp:play,liga na cento e quatro ponto um
pt,ocp:play,põe a rádio rfm por favor
pt,ocp:play,toca antena um
pt,ocp:play,abre o rádio f. m. e liga na noventa e oito ponto cinco por favor
pt,ocp:play,olly quero ouvir uma estação que toque r. and b.
pt,ocp:play,sintoniza o jogo de futebol no rádio
pt,ocp:play,quantos dos meus podcasts de desportos têm novos episódios que eu ainda não ouvi
pt,ocp:play,abre a app pandora e toca os top hits
pt,ocp:play,por favor põe música popular na pandora
pt,ocp:play,põe a rádio rfm
pt,ocp:play,música antena três
pt,ocp:play,toca o top da música country por favor
pt,ocp:play,reproduz programas de música no rádio
pt,ocp:play,reproduz a playlist atual
pt,ocp:play,procura o podcast do diogo beja na sirius
pt,ocp:play,liga a estação rádio cávado cento e dois ponto quatro
pt,ocp:play,põe as notícias a radio garden
pt,ocp:play,põe o episódio do rui unas do maluco beleza
pt,ocp:play,põe a noventa e três ponto cinco f. m.
pt,ocp:play,liga uma estação de rádio de notícias
pt,ocp:play,ok google põe o fernando alvim
pt,ocp:play,põe a dar a minha estação de rádio favorita às nove da noite
pt,ocp:play,rádio meo sudoeste
pt,ocp:play,toca mentira de joão pedro pais
pt,ocp:play,que estações de rádio estão a dar boa música esta manhã
pt,ocp:play,sintoniza em noventa e nove ponto cinco f. m.
pt,ocp:play,toca uma estação country
pt,ocp:play,mude para billy bob show
pt,ocp:play,tocar rádio b. b. c. quatro
pt,ocp:play,reproduz este programa
pt,ocp:play,reproduz o meu audiolivro favorito a mensagem
pt,ocp:play,reproduz o audiolivro o triunfo dos porcos
pt,ocp:play,iniciar capítulo sete de alma
pt,ocp:play,retoma o audiolivro mau tempo no canal
pt,ocp:play,pausar o áudio
pt,ocp:play,continua o meu audiolivro
pt,ocp:play,pausa o audiolivro
pt,ocp:play,abre os lusíadas onde deixei
pt,ocp:play,começa a reprodução do audiolivro do saramago
pt,ocp:play,toca o audiolivro adicionado recentemente
pt,ocp:play,continua o meu audiolivro
pt,ocp:play,continuar o último audiolivro
pt,ocp:play,por favor toque o áudio pausado recentemente
pt,ocp:play,retomar meu áudio livro do início do último capítulo que eu comecei
pt,ocp:play,reproduz o círculo
pt,ocp:play,vamos fazer uma pausa cinco minutos
pt,ocp:play,começa a ler livro
pt,ocp:play,abrir audiolivro lusíadas e começar onde ficou
pt,ocp:play,procura este no audiolivro
pt,ocp:play,por favor continua este audiolivro
pt,ocp:play,escutar o marciano na downpour
pt,ocp:play,começa a ler as cinquenta sombras de grey capítulo quatro
pt,ocp:play,continua a música do audiolivro marco paulo
pt,ocp:play,põe o audiolivro a branca de neve
pt,ocp:play,continua o audiolivro o círculo
pt,ocp:play,audiolivro eu tenho dois amores
pt,ocp:play,retoma a leitura da lição de francês
pt,ocp:play,por favor reproduza um resumo de pontos importantes
pt,ocp:play,começa a ler esse livro de luís de camões
pt,ocp:play,continua o meu audiolivro por favor
pt,ocp:play,continua a reproduzir o ensaio sobre a cegueira
pt,ocp:play,olly continua os lusíadas
pt,ocp:play,inicia a partir deste ponto deste audiolivro
pt,ocp:play,alexa jogue xadrez comigo
pt,ocp:play,apetece-me jogar xadrez consegues jogar
pt,ocp:play,qual tal um bom jogo de xadrez
pt,ocp:play,jogar um jogo de corrida
pt,ocp:play,vamos jogar pinball
pt,ocp:play,começa a jogar paciência spider
pt,ocp:play,queres jogar um jogo comigo
pt,ocp:play,eu quero que jogues o meu jogo de futebol a partir do quinto nível
pt,ocp:play,quero jogar xadrez
pt,ocp:play,joga cobra cega comigo
pt,ocp:play,vamos resolver o puzzle
pt,ocp:play,abre o papa pear saga
pt,ocp:play,vamos jogar às damas
pt,ocp:play,podes ser o inimigo no clash of clans
pt,ocp:play,joga xadrez comigo por favor
pt,ocp:play,podes jogar ao diz o nome da música
pt,ocp:play,joga póquer comigo
pt,ocp:play,vamos jogar aos milionários
pt,ocp:play,vamos jogar ao jogo do galo
pt,ocp:play,avança um episódio no podcast
pt,ocp:play,põe o próximo episódio
pt,ocp:play,localizar o meu podcast
pt,ocp:play,segue para o próximo episódio
pt,ocp:play,toque nova razão podcast
pt,ocp:play,passa para o próximo episódio
pt,ocp:play,toca o sétimo episódio de separados de fresco
pt,ocp:play,encontre e faça uma playlist com todas as faixas mais atuais para dançar
pt,ocp:play,organiza e toca todas as músicas do marco paulo
pt,ocp:play,reproduz o podcast do início
pt,ocp:play,ei toca aquele podcast que eu parei na noite passada
pt,ocp:play,salta para o próximo podcast
pt,ocp:play,repete o podcast seguinte
pt,ocp:play,salta para o próximo podcast
pt,ocp:play,eu quero escutar ao podcast dos m. c. s.
pt,ocp:play,avança por favor
pt,ocp:play,encontra o podcast e toca isto
pt,ocp:play,podes pôr o meu ficheiro de música
pt,ocp:play,passa para o próximo episódio
pt,ocp:play,termina este podcast e começa um novo
pt,ocp:play,ouvir o podcast mais recente de ricardo araújo
pt,ocp:play,reproduz o podcast ouvir falar de amor
pt,ocp:play,mostra-me os podcasts mais ouvidos
pt,ocp:play,toque episódio de lista de coisas que você devia saber
pt,ocp:play,toca músicas clássicas
pt,ocp:play,põe o podcast manhãs da comercial
pt,ocp:play,volta um episódio atrás
pt,ocp:play,mostra me o último episódio
pt,ocp:play,olly reproduz o podcast ai destino ai destino
pt,ocp:play,toque o podcast do rui moreira salvo no dispositivo
pt,ocp:play,muito mais sem barbas na língua
pt,ocp:play,curto e simples
pt,ocp:play,reproduz o episódio mais atual do daniel oliveira
pt,ocp:play,quero ouvir este podcast
pt,ovos-skill-wordnet.openvoiceos:definition.intent,encontrar uma definição
pt,common_query:common_query,quem é o presidente da polônia
pt,common_query:common_query,qual a moeda da croácia
pt,common_query:common_query,quão alta é uma girafa
pt,ovos-skill-wordnet.openvoiceos:definition.intent,em que cenário usarias a palavra inconveniência
pt,common_query:common_query,calcula a velocidade do carro de fórmula um
pt,common_query:common_query,procura exemplos de equações
pt,ovos-skill-wordnet.openvoiceos:definition.intent,dá-me uma breve definição de evacuação
pt,common_query:common_query,qual é a idade da britney spears
pt,common_query:common_query,quanto é três vezes sete
pt,common_query:common_query,de que estado é david lynch
pt,common_query:common_query,quanto é a raíz quadrada de quarenta e dois
pt,common_query:common_query,diga-me porque é que bill bur é melhor comediante do que iliza schleshinger
pt,common_query:common_query,diz-me qual o nome do meio de tom hanks
pt,ovos-skill-wordnet.openvoiceos:definition.intent,como soletra se a palavra girafa
pt,ovos-skill-wordnet.openvoiceos:definition.intent,podes dizer a palavra desmonetização
pt,common_query:common_query,quais são os edifícios mais longos do mundo
pt,ovos-skill-wordnet.openvoiceos:definition.intent,ator que desempenha um papel
pt,common_query:common_query,por favor dê-me informações sobre o novo filme de aamir khan
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que é um furacão
pt,ovos-skill-wordnet.openvoiceos:definition.intent,google a palavra
pt,common_query:common_query,calcula a distância de lisboa para o porto
pt,common_query:common_query,qual é a população de los angeles
pt,common_query:common_query,quantos anos tem a jennifer lopez
pt,common_query:common_query,o maior animal
pt,common_query:common_query,edifício mais alto
pt,common_query:common_query,onde fica a morada de justin bieber
pt,common_query:common_query,com toda a informação que pode juntar na internet por favor pode me dar a melhor provável explicação de quem matou o presidente kennedy
pt,common_query:common_query,contar-me a história de ramanujan e a sua jornada matemática
pt,common_query:common_query,a seguinte pergunta pede-lhe para analisar os objectivos e acções do professor
pt,common_query:common_query,quem são os maiores artistas de hip hop
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que hipocrisia significa
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que significa a palavra hipocrisia
pt,ovos-skill-wordnet.openvoiceos:definition.intent,usa uma frase
pt,common_query:common_query,quanto é dois mais dois
pt,common_query:common_query,quando dom joão sexto nasceu
pt,common_query:common_query,quem é o governador de nova iorque
pt,ovos-skill-wordnet.openvoiceos:definition.intent,qual a definição de pda
pt,common_query:common_query,qual a taca de aprovação de trump
pt,common_query:common_query,resolve problema de matemática
pt,common_query:common_query,é tom cruise filho único
pt,ovos-skill-wordnet.openvoiceos:definition.intent,por favor procura esta palavra
pt,common_query:common_query,porque é que o céu é azul
pt,common_query:common_query,quanto é vinte e quatro vezes vinte e quatro
pt,common_query:common_query,quão longo é um dia na terra
pt,common_query:common_query,quais eram os beatles
pt,ovos-skill-wordnet.openvoiceos:definition.intent,o que tenso significa
